discrep_type,seqtype,seqname,placetype,query_start,query_stop,query_length,gap_length,number_masked,number_het,number_chrY,target_name,target_seq_id,target_start,target_stop
SP Only,scaffold,Contig2122,unplaced,2,3311,3270,0,578,0,0,15,ref|NC_041742.1|,12733780,12737126
SP,scaffold,Contig2357,unplaced,819,8955,8132,0,4706,0,0,15,ref|NC_041742.1|,12818935,12827078
SP Only,scaffold,Contig2388,unplaced,2,1307,1302,0,706,0,0,15,ref|NC_041742.1|,11774079,11775402
SP Only,scaffold,Contig2402,unplaced,1,2202,2186,0,935,0,0,15,ref|NC_041742.1|,12779107,12781323
SP,scaffold,Contig274,unplaced,1347857,1354314,6457,0,3236,0,0,15,ref|NC_041742.1|,14219453,14225920
Inv,scaffold,Contig3402,unplaced,1064,1190,127,0,56,0,0,15,ref|NC_041742.1|,12834087,12834216
SP Only,scaffold,Contig4098,unplaced,1,2913,2900,0,1863,0,0,15,ref|NC_041742.1|,12828548,12831497
SP Only,scaffold,Contig4276,unplaced,44451,47279,2819,0,2036,0,0,15,ref|NC_041742.1|,8289291,8292159
Inv,scaffold,Contig4450,unplaced,1,3382169,3378020,0,1423266,0,0,15,ref|NC_041742.1|,17491463,20881578
Inv,scaffold,Contig4473,unplaced,1510043,1513603,3526,0,1311,0,0,15,ref|NC_041742.1|,7999,11564
SP Only,scaffold,Contig663,unplaced,1,1141,1141,0,838,0,0,15,ref|NC_041742.1|,12830001,12831144
SP,scaffold,Contig719,unplaced,16510,18696,2160,0,834,0,0,15,ref|NC_041742.1|,4281,6477
SP Only,scaffold,Contig819,unplaced,1,20115,20084,0,10108,0,0,15,ref|NC_041742.1|,11960658,11980835
SP Only,scaffold,Contig13,unplaced,5969952,5971421,1470,0,916,0,0,16,ref|NC_041743.1|,40247760,40249229
SP Only,scaffold,Contig1517,unplaced,1,5979,5951,0,2829,0,0,16,ref|NC_041743.1|,21299808,21305780
SP Only,scaffold,Contig1613,unplaced,1,1634,1626,0,1121,0,0,16,ref|NC_041743.1|,21202351,21203982
SP Only,scaffold,Contig1618,unplaced,1,15061,15031,0,11853,0,0,16,ref|NC_041743.1|,21280435,21295552
SP,scaffold,Contig166,unplaced,3,1087,1006,0,348,0,0,16,ref|NC_041743.1|,46392618,46393641
SP Only,scaffold,Contig1677,unplaced,11965,13731,1767,0,709,0,0,16,ref|NC_041743.1|,21249559,21251333
SP,scaffold,Contig1834,unplaced,8200,31394,23192,0,20628,0,0,16,ref|NC_041743.1|,21916119,21939388
SP Only,scaffold,Contig1887,unplaced,1,10879,10866,0,7322,0,0,16,ref|NC_041743.1|,20600099,20611026
Inv,scaffold,Contig1963,unplaced,1,28649,28649,0,25760,0,0,16,ref|NC_041743.1|,22032938,22061591
Inv,scaffold,Contig218,unplaced,1,27017,27017,0,24803,0,0,16,ref|NC_041743.1|,20971427,20998446
SP Only,scaffold,Contig2585,unplaced,1,4431,4416,0,2489,0,0,16,ref|NC_041743.1|,21266460,21270934
SP Only,scaffold,Contig2709,unplaced,1,9366,9365,0,7879,0,0,16,ref|NC_041743.1|,21219735,21229125
Inv,scaffold,Contig303,unplaced,1,12199824,12190960,0,4745277,0,0,16,ref|NC_041743.1|,22061592,34270874
SP Only,scaffold,Contig3094,unplaced,173,29083,28855,0,10951,0,0,16,ref|NC_041743.1|,18910021,18938929
SP Only,scaffold,Contig3230,unplaced,15119,16493,1321,0,311,0,0,16,ref|NC_041743.1|,21321661,21322982
SP,scaffold,Contig3252,unplaced,39,6517,6475,0,3724,0,0,16,ref|NC_041743.1|,21248954,21255444
Inv,scaffold,Contig350,unplaced,18,1490,1423,0,1118,0,0,16,ref|NC_041743.1|,22002005,22003550
SP Only,scaffold,Contig4302,unplaced,1,18361,18338,0,4879,0,0,16,ref|NC_041743.1|,27764817,27783208
SP Only,scaffold,Contig4332,unplaced,1,40903,40872,0,11530,0,0,16,ref|NC_041743.1|,34243138,34284072
SP Only,scaffold,Contig4367,unplaced,1,12546,12536,0,7894,0,0,16,ref|NC_041743.1|,1688657,1701240
Inv,scaffold,Contig4511,unplaced,1,25789,25789,0,22835,0,0,16,ref|NC_041743.1|,20945638,20971426
SP Only,scaffold,Contig673,unplaced,4122,11697,7490,0,6652,0,0,16,ref|NC_041743.1|,21716391,21723941
SP,scaffold,Contig9,unplaced,9426707,9430025,3257,0,775,0,0,16,ref|NC_041743.1|,46383243,46386604
SP,scaffold,Contig98,unplaced,6669656,6673589,3820,0,1384,0,0,16,ref|NC_041743.1|,5283,9304
SP Only,scaffold,Contig10,unplaced,1,51490,51452,0,18503,0,0,17,ref|NC_041744.1|,7945272,7996787
SP Only,scaffold,Contig1107,unplaced,1,6580,6542,0,524,0,0,17,ref|NC_041744.1|,38693926,38700522
SP Only,scaffold,Contig1187,unplaced,1,1201,1201,0,810,0,0,17,ref|NC_041744.1|,38769070,38770272
SP Only,scaffold,Contig1258,unplaced,1,19444,19431,0,10581,0,0,17,ref|NC_041744.1|,104833,124386
SP Only,scaffold,Contig1355,unplaced,114969,136522,21543,0,8653,0,0,17,ref|NC_041744.1|,28414535,28436087
Inv,scaffold,Contig138,unplaced,4,5132146,5089565,0,2148320,0,0,17,ref|NC_041744.1|,17941626,23047030
SP Only,scaffold,Contig1404,unplaced,1,1845,1839,0,1562,0,0,17,ref|NC_041744.1|,39669724,39671572
SP Only,scaffold,Contig142,unplaced,5415717,5417821,2105,0,1740,0,0,17,ref|NC_041744.1|,38675994,38678098
Inv,scaffold,Contig143,unplaced,1,2467178,2466377,0,776655,0,0,17,ref|NC_041744.1|,30592826,33064889
SP Only,scaffold,Contig1447,unplaced,1,6046,6043,0,4988,0,0,17,ref|NC_041744.1|,38668871,38674958
SP Only,scaffold,Contig1474,unplaced,4,8444,8404,0,4456,0,0,17,ref|NC_041744.1|,38683384,38691968
SP Only,scaffold,Contig1496,unplaced,1,6601,6580,0,614,0,0,17,ref|NC_041744.1|,38693926,38700522
SP Only,scaffold,Contig1549,unplaced,1,15607,15537,0,5540,0,0,17,ref|NC_041744.1|,82306,98024
SP Only,scaffold,Contig1617,unplaced,1,8323,8277,0,3527,0,0,17,ref|NC_041744.1|,23379444,23387743
SP Only,scaffold,Contig1650,unplaced,1,12106,12009,0,5047,0,0,17,ref|NC_041744.1|,23375955,23388182
SP Only,scaffold,Contig1690,unplaced,1,7489,7469,0,6717,0,0,17,ref|NC_041744.1|,38658669,38666173
SP Only,scaffold,Contig1855,unplaced,4039,5128,1067,0,877,0,0,17,ref|NC_041744.1|,38657592,38658699
SP Only,scaffold,Contig186,unplaced,1,1768,1768,0,1481,0,0,17,ref|NC_041744.1|,39415062,39416830
SP Only,scaffold,Contig1890,unplaced,2782,3940,1138,0,933,0,0,17,ref|NC_041744.1|,38657523,38658699
SP Only,scaffold,Contig1945,unplaced,1,32113,31932,0,16187,0,0,17,ref|NC_041744.1|,45126486,45158665
SP Only,scaffold,Contig2056,unplaced,1,2498,2495,0,1010,0,0,17,ref|NC_041744.1|,23376938,23379442
SP,scaffold,Contig2170,unplaced,864,2030,1167,0,1042,0,0,17,ref|NC_041744.1|,39226044,39227214
SP Only,scaffold,Contig2178,unplaced,1,9444,9426,0,8078,0,0,17,ref|NC_041744.1|,39283810,39293315
SP Only,scaffold,Contig2265,unplaced,3080,5099,1978,0,435,0,0,17,ref|NC_041744.1|,23063961,23065959
SP Only,scaffold,Contig230,unplaced,1,2724,2711,0,1131,0,0,17,ref|NC_041744.1|,23379877,23382611
SP Only,scaffold,Contig2350,unplaced,1,3018,3006,0,1692,0,0,17,ref|NC_041744.1|,38683607,38686629
SP Only,scaffold,Contig2398,unplaced,2,9278,9222,0,8075,0,0,17,ref|NC_041744.1|,38637445,38646790
SP,scaffold,Contig2457,unplaced,1,13435,13430,0,2435,0,0,17,ref|NC_041744.1|,43570988,43584437
SP Only,scaffold,Contig2474,unplaced,2557,6020,3253,0,1701,0,0,17,ref|NC_041744.1|,23066918,23070269
SP Only,scaffold,Contig2539,unplaced,1,2724,2711,0,1131,0,0,17,ref|NC_041744.1|,23379877,23382611
SP Only,scaffold,Contig2542,unplaced,1,1027,1027,0,164,0,0,17,ref|NC_041744.1|,96311,97343
SP Only,scaffold,Contig2548,unplaced,1,3637,3634,0,2161,0,0,17,ref|NC_041744.1|,38778065,38781718
Inv,scaffold,Contig2550,unplaced,1,154111,153694,0,64083,0,0,17,ref|NC_041744.1|,158356,312306
SP Only,scaffold,Contig2591,unplaced,1,4776,4774,0,4098,0,0,17,ref|NC_041744.1|,39283810,39288617
SP,scaffold,Contig2613,unplaced,1,11585,11555,0,4999,0,0,17,ref|NC_041744.1|,16984971,16996598
SP Only,scaffold,Contig2723,unplaced,2,10798,10728,0,4625,0,0,17,ref|NC_041744.1|,23376996,23387743
Inv,scaffold,Contig2729,unplaced,2,12677,12668,0,7562,0,0,17,ref|NC_041744.1|,17824807,17837509
SP Only,scaffold,Contig2787,unplaced,1,3541,3529,0,1974,0,0,17,ref|NC_041744.1|,23357910,23361540
SP Only,scaffold,Contig2838,unplaced,266,1989,1721,0,623,0,0,17,ref|NC_041744.1|,97619,99347
SP,scaffold,Contig289,unplaced,349271,358829,9527,0,3866,0,0,17,ref|NC_041744.1|,17401838,17411397
SP Only,scaffold,Contig2962,unplaced,1,1642,1624,0,657,0,0,17,ref|NC_041744.1|,38749084,38750712
SP Only,scaffold,Contig3036,unplaced,1,7947,7938,0,4025,0,0,17,ref|NC_041744.1|,23376765,23384727
SP,scaffold,Contig3074,unplaced,1,11611,11600,0,10071,0,0,17,ref|NC_041744.1|,39658076,39669723
SP Only,scaffold,Contig3118,unplaced,496,10074,9410,0,8365,0,0,17,ref|NC_041744.1|,38666174,38675780
SP Only,scaffold,Contig330,unplaced,30950,37779,6830,0,2193,0,0,17,ref|NC_041744.1|,17044137,17050987
SP Only,scaffold,Contig3393,unplaced,1,9891,9864,0,3383,0,0,17,ref|NC_041744.1|,23363053,23372951
SP Only,scaffold,Contig3481,unplaced,1,8572,8553,0,7514,0,0,17,ref|NC_041744.1|,39183531,39192128
SP Only,scaffold,Contig3516,unplaced,2,1619,1578,0,433,0,0,17,ref|NC_041744.1|,23063961,23065558
SP Only,scaffold,Contig3651,unplaced,1,1050,1024,0,736,0,0,17,ref|NC_041744.1|,23066926,23067977
SP Only,scaffold,Contig367,unplaced,1,34029,34012,0,10383,0,0,17,ref|NC_041744.1|,16950832,16984970
SP Only,scaffold,Contig3706,unplaced,1,6010,5991,0,3258,0,0,17,ref|NC_041744.1|,38746246,38752273
SP Only,scaffold,Contig3835,unplaced,1,3025,2979,0,1793,0,0,17,ref|NC_041744.1|,17012467,17015462
SP Only,scaffold,Contig3876,unplaced,521,2771,2246,0,1952,0,0,17,ref|NC_041744.1|,39116834,39119088
SP Only,scaffold,Contig3883,unplaced,1,4817,4817,0,2141,0,0,17,ref|NC_041744.1|,16985670,16990497
SP Only,scaffold,Contig3926,unplaced,1,3018,3007,0,1691,0,0,17,ref|NC_041744.1|,38683607,38686629
SP Only,scaffold,Contig4006,unplaced,2907,5254,2305,0,1974,0,0,17,ref|NC_041744.1|,39090594,39092899
SP Only,scaffold,Contig4020,unplaced,1,7282,7276,0,2969,0,0,17,ref|NC_041744.1|,16950046,16957326
SP Only,scaffold,Contig4031,unplaced,1,3635,3628,0,2103,0,0,17,ref|NC_041744.1|,23357910,23361539
SP Only,scaffold,Contig4043,unplaced,1,7646,7586,0,3652,0,0,17,ref|NC_041744.1|,23376031,23383729
SP Only,scaffold,Contig4081,unplaced,1,3024,2968,0,647,0,0,17,ref|NC_041744.1|,44347444,44350446
SP Only,scaffold,Contig4086,unplaced,1,17429,17400,0,14906,0,0,17,ref|NC_041744.1|,39908538,39926030
SP Only,scaffold,Contig4105,unplaced,1,10821,10819,0,4104,0,0,17,ref|NC_041744.1|,28402782,28413658
SP Only,scaffold,Contig4179,unplaced,904,46104,45177,0,13822,0,0,17,ref|NC_041744.1|,28805121,28850360
SP Only,scaffold,Contig4242,unplaced,64,6920,6843,0,3786,0,0,17,ref|NC_041744.1|,38680741,38687663
SP Only,scaffold,Contig4321,unplaced,1,3339,3339,0,2615,0,0,17,ref|NC_041744.1|,40130292,40133640
SP Only,scaffold,Contig4330,unplaced,3,43156,43122,0,15356,0,0,17,ref|NC_041744.1|,23010347,23053596
SP Only,scaffold,Contig4396,unplaced,1,23583,23570,0,14661,0,0,17,ref|NC_041744.1|,40106294,40129916
SP Only,scaffold,Contig4430,unplaced,1,2109,2109,0,1188,0,0,17,ref|NC_041744.1|,38683955,38686064
SP Only,scaffold,Contig4502,unplaced,2,1619,1578,0,433,0,0,17,ref|NC_041744.1|,23063961,23065558
SP Only,scaffold,Contig467,unplaced,394,12104,11660,0,3879,0,0,17,ref|NC_041744.1|,23055691,23067433
SP Only,scaffold,Contig53,unplaced,1,5474,5442,0,2322,0,0,17,ref|NC_041744.1|,16984971,16990497
SP Only,scaffold,Contig621,unplaced,1,6135,6097,0,5143,0,0,17,ref|NC_041744.1|,38668871,38675065
SP Only,scaffold,Contig656,unplaced,805,2405,1531,0,282,0,0,17,ref|NC_041744.1|,23054065,23055650
SP Only,scaffold,Contig709,unplaced,1,3503,3501,0,3180,0,0,17,ref|NC_041744.1|,39196479,39199981
SP Only,scaffold,Contig718,unplaced,805,2405,1531,0,282,0,0,17,ref|NC_041744.1|,23054065,23055650
Inv,scaffold,Contig932,unplaced,1,6926,6926,0,5533,0,0,17,ref|NC_041744.1|,17006238,17013164
SP Only,scaffold,Contig970,unplaced,1,7976,7951,0,6828,0,0,17,ref|NC_041744.1|,39152888,39160902
SP Only,scaffold,Contig1162,unplaced,30445,31795,1326,0,255,0,0,18,ref|NC_041745.1|,17820377,17821808
SP Only,scaffold,Contig1201,unplaced,1304,3217,1888,0,977,0,0,18,ref|NC_041745.1|,17699273,17701194
SP Only,scaffold,Contig1289,unplaced,1,2153,2117,0,1296,0,0,18,ref|NC_041745.1|,3045772,3047938
SP Only,scaffold,Contig1337,unplaced,1,1077,1056,0,185,0,0,18,ref|NC_041745.1|,17666775,17667886
SP Only,scaffold,Contig1386,unplaced,16622,17971,1319,0,255,0,0,18,ref|NC_041745.1|,17820377,17821808
SP Only,scaffold,Contig1439,unplaced,1,4056,4051,0,1761,0,0,18,ref|NC_041745.1|,23472388,23476454
SP Only,scaffold,Contig1641,unplaced,3,3077,3054,0,2254,0,0,18,ref|NC_041745.1|,17793499,17796582
SP Only,scaffold,Contig1676,unplaced,1,32194,32121,0,15150,0,0,18,ref|NC_041745.1|,27371021,27403225
SP Only,scaffold,Contig1781,unplaced,22846,24195,1326,0,255,0,0,18,ref|NC_041745.1|,17820377,17821808
SP Only,scaffold,Contig1786,unplaced,1,7321,7275,0,5010,0,0,18,ref|NC_041745.1|,17689877,17697216
SP Only,scaffold,Contig2059,unplaced,1,3934,3923,0,3135,0,0,18,ref|NC_041745.1|,17815216,17819166
SP Only,scaffold,Contig2100,unplaced,27802,29152,1326,0,255,0,0,18,ref|NC_041745.1|,17820377,17821808
SP Only,scaffold,Contig2173,unplaced,1,2176,2172,0,1042,0,0,18,ref|NC_041745.1|,17687660,17689877
SP Only,scaffold,Contig2198,unplaced,22870,24220,1326,0,255,0,0,18,ref|NC_041745.1|,17820377,17821808
SP Only,scaffold,Contig2298,unplaced,1,1187,1183,0,101,0,0,18,ref|NC_041745.1|,7527956,7529147
SP Only,scaffold,Contig2338,unplaced,548,3612,3064,0,1373,0,0,18,ref|NC_041745.1|,17772714,17775802
SP Only,scaffold,Contig2478,unplaced,22749,24073,1294,0,222,0,0,18,ref|NC_041745.1|,17820377,17821807
SP Only,scaffold,Contig2526,unplaced,616,6231,5614,0,1946,0,0,18,ref|NC_041745.1|,17769327,17774955
SP Only,scaffold,Contig2572,unplaced,54965,56315,1326,0,254,0,0,18,ref|NC_041745.1|,17820377,17821808
SP Only,scaffold,Contig2621,unplaced,22729,24078,1325,0,255,0,0,18,ref|NC_041745.1|,17820377,17821808
SP Only,scaffold,Contig2803,unplaced,1,8312,8285,0,5138,0,0,18,ref|NC_041745.1|,17773863,17782248
SP Only,scaffold,Contig2908,unplaced,4795,6144,1320,0,255,0,0,18,ref|NC_041745.1|,17820377,17821808
SP Only,scaffold,Contig2953,unplaced,1,19606,19555,0,10986,0,0,18,ref|NC_041745.1|,41004915,41024506
SP Only,scaffold,Contig3159,unplaced,4,19542,19489,0,11176,0,0,18,ref|NC_041745.1|,15053867,15073608
SP Only,scaffold,Contig3196,unplaced,8271,18360,10004,0,9462,0,0,18,ref|NC_041745.1|,17779125,17789274
SP Only,scaffold,Contig3487,unplaced,2,9088,9079,0,7532,0,0,18,ref|NC_041745.1|,17777546,17786700
SP Only,scaffold,Contig3752,unplaced,1,1793,1789,0,1159,0,0,18,ref|NC_041745.1|,17697402,17699255
SP Only,scaffold,Contig3767,unplaced,1,4426,4426,0,499,0,0,18,ref|NC_041745.1|,17751941,17756402
SP Only,scaffold,Contig3795,unplaced,1,1151,1150,0,888,0,0,18,ref|NC_041745.1|,17815380,17816531
SP Only,scaffold,Contig4014,unplaced,1,2131,2121,0,1046,0,0,18,ref|NC_041745.1|,17800236,17802422
SP Only,scaffold,Contig4227,unplaced,105226,106574,1324,0,254,0,0,18,ref|NC_041745.1|,17820377,17821808
SP Only,scaffold,Contig4372,unplaced,1,8341,8332,0,6315,0,0,18,ref|NC_041745.1|,17813434,17821779
SP Only,scaffold,Contig4483,unplaced,79,3398,3317,0,2134,0,0,18,ref|NC_041745.1|,17661298,17664634
SP Only,scaffold,Contig4508,unplaced,8644,33878,25146,0,10599,0,0,18,ref|NC_041745.1|,23846125,23871332
SP Only,scaffold,Contig455,unplaced,46532,48103,1572,0,989,0,0,18,ref|NC_041745.1|,37717988,37719580
SP Only,scaffold,Contig578,unplaced,595,14353,13609,0,9239,0,0,18,ref|NC_041745.1|,42502124,42515987
SP Only,scaffold,Contig971,unplaced,992,13729,12728,0,1317,0,0,18,ref|NC_041745.1|,17749417,17762152
SP Only,scaffold,Contig1196,unplaced,13599,16915,3256,0,549,0,0,19,ref|NC_041746.1|,34091381,34094717
SP Only,scaffold,Contig1236,unplaced,7033,9994,2960,0,678,0,0,19,ref|NC_041746.1|,4832582,4835562
SP Only,scaffold,Contig1244,unplaced,19587,21934,2314,0,439,0,0,19,ref|NC_041746.1|,34092356,34094717
SP Only,scaffold,Contig1760,unplaced,19630,21972,2313,0,413,0,0,19,ref|NC_041746.1|,34092356,34094717
SP,scaffold,Contig1866,unplaced,1,1397,1352,0,737,0,0,19,ref|NC_041746.1|,35111987,35113369
SP Only,scaffold,Contig2262,unplaced,1,22753,22674,0,6843,0,0,19,ref|NC_041746.1|,34073471,34096193
SP Only,scaffold,Contig2515,unplaced,6303,8663,2328,0,430,0,0,19,ref|NC_041746.1|,34092356,34094718
SP Only,scaffold,Contig2775,unplaced,32099,37918,5813,0,1697,0,0,19,ref|NC_041746.1|,34091419,34097233
SP Only,scaffold,Contig2784,unplaced,1,2196,2143,0,497,0,0,19,ref|NC_041746.1|,4814970,4817144
SP Only,scaffold,Contig2858,unplaced,6258,10533,4276,0,759,0,0,19,ref|NC_041746.1|,34091381,34095656
SP Only,scaffold,Contig3114,unplaced,27219,29179,1928,0,106,0,0,19,ref|NC_041746.1|,34092756,34094717
SP Only,scaffold,Contig3276,unplaced,17420,19685,2240,0,455,0,0,19,ref|NC_041746.1|,34092356,34094717
SP Only,scaffold,Contig3286,unplaced,5997,9318,3249,0,544,0,0,19,ref|NC_041746.1|,34091381,34094717
SP Only,scaffold,Contig3368,unplaced,5683,13717,8032,0,1612,0,0,19,ref|NC_041746.1|,4827513,4835562
SP Only,scaffold,Contig3378,unplaced,21544,23887,2314,0,417,0,0,19,ref|NC_041746.1|,34092356,34094717
SP Only,scaffold,Contig3379,unplaced,10423,16217,5789,0,1655,0,0,19,ref|NC_041746.1|,34091419,34097233
SP Only,scaffold,Contig3563,unplaced,17457,19814,2290,0,467,0,0,19,ref|NC_041746.1|,34092356,34094717
SP Only,scaffold,Contig3636,unplaced,29392,30574,1129,0,921,0,0,19,ref|NC_041746.1|,20479115,20480323
SP Only,scaffold,Contig3731,unplaced,2,32032,32014,0,9173,0,0,19,ref|NC_041746.1|,4766597,4798632
SP Only,scaffold,Contig3848,unplaced,21132,23446,2287,0,436,0,0,19,ref|NC_041746.1|,34092356,34094717
SP Only,scaffold,Contig3866,unplaced,1,1466,1451,0,449,0,0,19,ref|NC_041746.1|,34091394,34092846
SP Only,scaffold,Contig3902,unplaced,18271,20623,2323,0,417,0,0,19,ref|NC_041746.1|,34092356,34094717
SP Only,scaffold,Contig3976,unplaced,2,5070,5060,0,982,0,0,19,ref|NC_041746.1|,4827513,4832581
SP Only,scaffold,Contig4127,unplaced,27591,29548,1924,0,105,0,0,19,ref|NC_041746.1|,34092756,34094717
SP Only,scaffold,Contig4262,unplaced,1,8176,8166,0,2101,0,0,19,ref|NC_041746.1|,3309737,3317949
SP Only,scaffold,Contig4336,unplaced,11559,13900,2312,0,421,0,0,19,ref|NC_041746.1|,34092356,34094718
SP Only,scaffold,Contig4384,unplaced,1,9420,9408,0,4297,0,0,19,ref|NC_041746.1|,33357267,33366735
SP Only,scaffold,Contig62,unplaced,1,7545,7533,0,1894,0,0,19,ref|NC_041746.1|,4825003,4832582
SP Only,scaffold,Contig775,unplaced,27218,31996,4778,0,1028,0,0,19,ref|NC_041746.1|,34091419,34096198
SP Only,scaffold,Contig790,unplaced,1982,42772,40773,0,10243,0,0,19,ref|NC_041746.1|,8360995,8401891
Inv,scaffold,Contig1057,unplaced,10372,10377,6,0,6,0,0,20,ref|NC_041747.1|,15474657,15474662
SP Only,scaffold,Contig1184,unplaced,1680,3340,1660,0,262,0,0,20,ref|NC_041747.1|,16850151,16851816
Inv,scaffold,Contig1304,unplaced,3224,3249,26,0,26,0,0,20,ref|NC_041747.1|,24435371,24435396
SP Only,scaffold,Contig1376,unplaced,1,9889,9876,0,3174,0,0,20,ref|NC_041747.1|,25467946,25477832
SP Only,scaffold,Contig1542,unplaced,3263,9279,6007,0,905,0,0,20,ref|NC_041747.1|,24445754,24451834
SP Only,scaffold,Contig1839,unplaced,1,4103,3844,0,3380,0,0,20,ref|NC_041747.1|,15567681,15571678
SP Only,scaffold,Contig1981,unplaced,3426,5471,2019,0,630,0,0,20,ref|NC_041747.1|,24435906,24437944
Inv,scaffold,Contig2042,unplaced,812,837,26,0,26,0,0,20,ref|NC_041747.1|,24435718,24435743
SP Only,scaffold,Contig2410,unplaced,2410,3786,1366,0,729,0,0,20,ref|NC_041747.1|,24434859,24436229
SP Only,scaffold,Contig2453,unplaced,943,3622,2653,0,480,0,0,20,ref|NC_041747.1|,24438792,24441502
SP Only,scaffold,Contig2463,unplaced,1,2461,2417,0,1601,0,0,20,ref|NC_041747.1|,24434095,24436548
SP Only,scaffold,Contig2870,unplaced,1074,5721,4641,0,859,0,0,20,ref|NC_041747.1|,24447187,24451834
SP Only,scaffold,Contig2988,unplaced,3484,7487,3922,0,404,0,0,20,ref|NC_041747.1|,24761894,24765867
SP Only,scaffold,Contig3057,unplaced,4058,5625,1558,0,620,0,0,20,ref|NC_041747.1|,24435906,24437488
SP Only,scaffold,Contig3352,unplaced,880,4270,3352,0,729,0,0,20,ref|NC_041747.1|,24436064,24439508
SP Only,scaffold,Contig3626,unplaced,1,3211,3189,0,336,0,0,20,ref|NC_041747.1|,24439744,24442959
SP Only,scaffold,Contig3710,unplaced,1,4977,4974,0,470,0,0,20,ref|NC_041747.1|,24440386,24445460
SP Only,scaffold,Contig3735,unplaced,865,4423,3552,0,321,0,0,20,ref|NC_041747.1|,24743027,24746596
SP Only,scaffold,Contig3738,unplaced,1,20858,20842,0,6655,0,0,20,ref|NC_041747.1|,16842753,16863691
SP Only,scaffold,Contig4236,unplaced,7224,11801,4451,0,1091,0,0,20,ref|NC_041747.1|,24435906,24440627
SP Only,scaffold,Contig64,unplaced,3026,4639,1596,0,1073,0,0,20,ref|NC_041747.1|,24434095,24435717
SP Only,scaffold,Contig905,unplaced,1,5563,5541,0,3180,0,0,20,ref|NC_041747.1|,18781117,18786736
Inv,scaffold,Contig1147,unplaced,24753,516501,491724,0,223541,0,0,21,ref|NC_041748.1|,24022930,24514859
SP Only,scaffold,Contig1158,unplaced,1,20364,20355,0,12831,0,0,21,ref|NC_041748.1|,5810399,5830789
SP,scaffold,Contig124,unplaced,3083370,3084630,1213,0,947,0,0,21,ref|NC_041748.1|,7722542,7723808
Inv,scaffold,Contig132,unplaced,1,150510,127037,100,85604,0,0,21,ref|NC_041748.1|,2720075,2917770
SP Only,scaffold,Contig149,unplaced,1,19512,19420,0,15401,0,0,21,ref|NC_041748.1|,10113652,10133164
SP,scaffold,Contig17,unplaced,255415,284445,28897,0,17133,0,0,21,ref|NC_041748.1|,657842,686828
SP Only,scaffold,Contig1744,unplaced,1,32275,32255,0,18449,0,0,21,ref|NC_041748.1|,8617721,8650013
SP Only,scaffold,Contig201,unplaced,59284,62989,3564,0,1116,0,0,21,ref|NC_041748.1|,2987185,2990887
SP Only,scaffold,Contig3216,unplaced,4,7374,7364,0,3970,0,0,21,ref|NC_041748.1|,14701283,14708708
SP Only,scaffold,Contig324,unplaced,18682,20271,1590,0,1089,0,0,21,ref|NC_041748.1|,2650911,2652509
SP,scaffold,Contig460,unplaced,1521205,1522464,1202,0,838,0,0,21,ref|NC_041748.1|,7730284,7731516
SP Only,scaffold,Contig66,unplaced,1,9442,9417,0,6727,0,0,21,ref|NC_041748.1|,3078334,3087791
SP,scaffold,Contig7,unplaced,6848644,6852962,4294,0,1190,0,0,21,ref|NC_041748.1|,8744096,8748408
SP,scaffold,Contig8,unplaced,3046231,3048663,2425,0,1783,0,0,21,ref|NC_041748.1|,21329137,21331561
Inv,scaffold,Contig93,unplaced,1,282693,282292,200,116556,0,0,21,ref|NC_041748.1|,3526,320562
SP,scaffold,Contig964,unplaced,659,27410,26727,0,8470,0,0,21,ref|NC_041748.1|,14681784,14708710
SP Only,scaffold,Contig1025,unplaced,1,19949,19936,0,10384,0,0,X1,ref|NC_041749.1|,40577117,40597139
SP Only,scaffold,Contig1054,unplaced,1,1554,1548,0,394,0,0,X1,ref|NC_041749.1|,122706166,122707719
Inv,scaffold,Contig1106,unplaced,1,2687502,2687455,0,1173443,0,0,X1,ref|NC_041749.1|,56243569,58946157
Inv,scaffold,Contig114,unplaced,1,518668,518537,100,236145,0,0,X1,ref|NC_041749.1|,116345828,116916009
Inv,scaffold,Contig1159,unplaced,1,76166,76161,0,45036,0,0,X1,ref|NC_041749.1|,123812448,123888629
Inv,scaffold,Contig118,unplaced,1,2763261,2753630,100,1612704,0,0,X1,ref|NC_041749.1|,118784207,121542925
SP,scaffold,Contig1241,unplaced,15068,25505,10437,0,3322,0,0,X1,ref|NC_041749.1|,122665958,122676397
Inv,scaffold,Contig1316,unplaced,947,183660,182707,0,97591,0,0,X1,ref|NC_041749.1|,114384114,114566879
Inv,scaffold,Contig1352,unplaced,1,366214,366203,0,171106,0,0,X1,ref|NC_041749.1|,113574290,113940578
SP Only,scaffold,Contig1411,unplaced,1,5864,5862,0,1402,0,0,X1,ref|NC_041749.1|,30010142,30016029
SP Only,scaffold,Contig1614,unplaced,1,1940,1940,0,1123,0,0,X1,ref|NC_041749.1|,83113249,83115206
SP Only,scaffold,Contig1620,unplaced,1,2786,2776,0,849,0,0,X1,ref|NC_041749.1|,83097207,83100006
Inv,scaffold,Contig1622,unplaced,153993,160695,6689,0,4614,0,0,X1,ref|NC_041749.1|,116301615,116308350
SP,scaffold,Contig164,unplaced,4275155,4277518,2328,0,722,0,0,X1,ref|NC_041749.1|,80252166,80254508
