# Assembly name:  ASM296699v1
# Organism name:  Ornithorhynchus anatinus (platypus)
# Isolate:  Pmale09
# Sex:  male
# Taxid:          9258
# BioSample:      SAMN08537700
# BioProject:     PRJNA433451
# Submitter:      BGI
# Date:           2018-03-02
# Assembly type:  haploid
# Release type:   major
# Assembly level: Scaffold
# Genome representation: full
# WGS project:    PTTO01
# Assembly method: Falcon + Dovetail HiRes v. JULY-2016
# Expected final version: no
# Genome coverage: 90.0x
# Sequencing technology: PacBio; Illumina
# GenBank assembly accession: GCA_002966995.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_002967025.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
Contig4533	unplaced-scaffold	na	na	PTTO01000130.1	<>	na	Primary Assembly	30062	na
Contig4534	unplaced-scaffold	na	na	PTTO01001840.1	<>	na	Primary Assembly	37470	na
Contig4535	unplaced-scaffold	na	na	PTTO01000544.1	<>	na	Primary Assembly	1396	na
Contig4536	unplaced-scaffold	na	na	PTTO01000073.1	<>	na	Primary Assembly	97900	na
Contig4537	unplaced-scaffold	na	na	PTTO01002678.1	<>	na	Primary Assembly	22445	na
Contig4538	unplaced-scaffold	na	na	PTTO01004557.1	<>	na	Primary Assembly	18784	na
Contig4539	unplaced-scaffold	na	na	PTTO01001930.1	<>	na	Primary Assembly	87933	na
Contig454	unplaced-scaffold	na	na	PTTO01000666.1	<>	na	Primary Assembly	3089	na
Contig4540	unplaced-scaffold	na	na	PTTO01004561.1	<>	na	Primary Assembly	38540	na
Contig4541	unplaced-scaffold	na	na	PTTO01002772.1	<>	na	Primary Assembly	114953	na
Contig4542	unplaced-scaffold	na	na	PTTO01003286.1	<>	na	Primary Assembly	12078	na
Contig4543	unplaced-scaffold	na	na	PTTO01002966.1	<>	na	Primary Assembly	12743	na
Contig4544	unplaced-scaffold	na	na	PTTO01004348.1	<>	na	Primary Assembly	29771	na
Contig4545	unplaced-scaffold	na	na	PTTO01004038.1	<>	na	Primary Assembly	9080	na
Contig4546	unplaced-scaffold	na	na	PTTO01000420.1	<>	na	Primary Assembly	53506	na
Contig4547	unplaced-scaffold	na	na	PTTO01000728.1	<>	na	Primary Assembly	83197	na
Contig4548	unplaced-scaffold	na	na	PTTO01001371.1	<>	na	Primary Assembly	49407	na
Contig4549	unplaced-scaffold	na	na	PTTO01002150.1	<>	na	Primary Assembly	8655	na
Contig455	unplaced-scaffold	na	na	PTTO01000062.1	<>	na	Primary Assembly	54360	na
Contig4550	unplaced-scaffold	na	na	PTTO01003296.1	<>	na	Primary Assembly	72861	na
Contig4551	unplaced-scaffold	na	na	PTTO01000514.1	<>	na	Primary Assembly	53213	na
Contig4552	unplaced-scaffold	na	na	PTTO01001049.1	<>	na	Primary Assembly	11881	na
Contig4553	unplaced-scaffold	na	na	PTTO01003423.1	<>	na	Primary Assembly	302774	na
Contig4554	unplaced-scaffold	na	na	PTTO01004048.1	<>	na	Primary Assembly	29567	na
Contig4555	unplaced-scaffold	na	na	PTTO01002990.1	<>	na	Primary Assembly	30767	na
Contig4556	unplaced-scaffold	na	na	PTTO01001252.1	<>	na	Primary Assembly	37246	na
Contig4557	unplaced-scaffold	na	na	PTTO01001449.1	<>	na	Primary Assembly	65626	na
Contig4558	unplaced-scaffold	na	na	PTTO01002095.1	<>	na	Primary Assembly	57778	na
Contig4559	unplaced-scaffold	na	na	PTTO01000964.1	<>	na	Primary Assembly	54733	na
Contig456	unplaced-scaffold	na	na	PTTO01000512.1	<>	na	Primary Assembly	111168	na
Contig4560	unplaced-scaffold	na	na	PTTO01003512.1	<>	na	Primary Assembly	24473	na
Contig4561	unplaced-scaffold	na	na	PTTO01002928.1	<>	na	Primary Assembly	56960	na
Contig4562	unplaced-scaffold	na	na	PTTO01002258.1	<>	na	Primary Assembly	4330	na
Contig4563	unplaced-scaffold	na	na	PTTO01004239.1	<>	na	Primary Assembly	77516	na
Contig4564	unplaced-scaffold	na	na	PTTO01003573.1	<>	na	Primary Assembly	6984	na
Contig4565	unplaced-scaffold	na	na	PTTO01000362.1	<>	na	Primary Assembly	4968	na
Contig4566	unplaced-scaffold	na	na	PTTO01001956.1	<>	na	Primary Assembly	20852	na
Contig4567	unplaced-scaffold	na	na	PTTO01004337.1	<>	na	Primary Assembly	52210	na
Contig4568	unplaced-scaffold	na	na	PTTO01004093.1	<>	na	Primary Assembly	28196	na
Contig4569	unplaced-scaffold	na	na	PTTO01003448.1	<>	na	Primary Assembly	34603	na
Contig457	unplaced-scaffold	na	na	PTTO01004466.1	<>	na	Primary Assembly	7901	na
Contig4570	unplaced-scaffold	na	na	PTTO01000309.1	<>	na	Primary Assembly	36591	na
Contig4571	unplaced-scaffold	na	na	PTTO01004265.1	<>	na	Primary Assembly	31300	na
Contig458	unplaced-scaffold	na	na	PTTO01003761.1	<>	na	Primary Assembly	9440	na
Contig459	unplaced-scaffold	na	na	PTTO01003111.1	<>	na	Primary Assembly	38983	na
Contig46	unplaced-scaffold	na	na	PTTO01000753.1	<>	na	Primary Assembly	7551088	na
Contig460	unplaced-scaffold	na	na	PTTO01000328.1	<>	na	Primary Assembly	1955060	na
Contig461	unplaced-scaffold	na	na	PTTO01000844.1	<>	na	Primary Assembly	13473	na
Contig462	unplaced-scaffold	na	na	PTTO01003576.1	<>	na	Primary Assembly	40364	na
Contig463	unplaced-scaffold	na	na	PTTO01003779.1	<>	na	Primary Assembly	2380	na
Contig464	unplaced-scaffold	na	na	PTTO01002246.1	<>	na	Primary Assembly	37422	na
Contig465	unplaced-scaffold	na	na	PTTO01002851.1	<>	na	Primary Assembly	22515	na
Contig466	unplaced-scaffold	na	na	PTTO01003374.1	<>	na	Primary Assembly	32288	na
Contig467	unplaced-scaffold	na	na	PTTO01001131.1	<>	na	Primary Assembly	12104	na
Contig468	unplaced-scaffold	na	na	PTTO01002079.1	<>	na	Primary Assembly	5453	na
Contig469	unplaced-scaffold	na	na	PTTO01000519.1	<>	na	Primary Assembly	23825	na
Contig47	unplaced-scaffold	na	na	PTTO01003521.1	<>	na	Primary Assembly	10698757	na
Contig470	unplaced-scaffold	na	na	PTTO01002039.1	<>	na	Primary Assembly	15113	na
Contig471	unplaced-scaffold	na	na	PTTO01001831.1	<>	na	Primary Assembly	38887	na
Contig472	unplaced-scaffold	na	na	PTTO01002895.1	<>	na	Primary Assembly	29465	na
Contig473	unplaced-scaffold	na	na	PTTO01002247.1	<>	na	Primary Assembly	93362	na
Contig474	unplaced-scaffold	na	na	PTTO01002244.1	<>	na	Primary Assembly	33540	na
Contig475	unplaced-scaffold	na	na	PTTO01004215.1	<>	na	Primary Assembly	17444	na
Contig476	unplaced-scaffold	na	na	PTTO01000960.1	<>	na	Primary Assembly	65857	na
Contig477	unplaced-scaffold	na	na	PTTO01000329.1	<>	na	Primary Assembly	29955	na
Contig478	unplaced-scaffold	na	na	PTTO01000494.1	<>	na	Primary Assembly	36899	na
Contig479	unplaced-scaffold	na	na	PTTO01001987.1	<>	na	Primary Assembly	43696	na
Contig48	unplaced-scaffold	na	na	PTTO01002859.1	<>	na	Primary Assembly	5642612	na
Contig480	unplaced-scaffold	na	na	PTTO01002204.1	<>	na	Primary Assembly	15169	na
Contig481	unplaced-scaffold	na	na	PTTO01001627.1	<>	na	Primary Assembly	15552	na
Contig482	unplaced-scaffold	na	na	PTTO01003410.1	<>	na	Primary Assembly	17910	na
Contig483	unplaced-scaffold	na	na	PTTO01004036.1	<>	na	Primary Assembly	36114	na
Contig484	unplaced-scaffold	na	na	PTTO01004413.1	<>	na	Primary Assembly	11065	na
Contig485	unplaced-scaffold	na	na	PTTO01003002.1	<>	na	Primary Assembly	33506	na
Contig486	unplaced-scaffold	na	na	PTTO01001409.1	<>	na	Primary Assembly	11781	na
Contig487	unplaced-scaffold	na	na	PTTO01002068.1	<>	na	Primary Assembly	44060	na
Contig488	unplaced-scaffold	na	na	PTTO01000117.1	<>	na	Primary Assembly	265788	na
Contig489	unplaced-scaffold	na	na	PTTO01001023.1	<>	na	Primary Assembly	145593	na
Contig49	unplaced-scaffold	na	na	PTTO01001213.1	<>	na	Primary Assembly	1510323	na
Contig490	unplaced-scaffold	na	na	PTTO01002216.1	<>	na	Primary Assembly	16845	na
Contig491	unplaced-scaffold	na	na	PTTO01000578.1	<>	na	Primary Assembly	79141	na
Contig492	unplaced-scaffold	na	na	PTTO01000932.1	<>	na	Primary Assembly	1540	na
Contig493	unplaced-scaffold	na	na	PTTO01003867.1	<>	na	Primary Assembly	54565	na
Contig494	unplaced-scaffold	na	na	PTTO01003137.1	<>	na	Primary Assembly	35626	na
Contig495	unplaced-scaffold	na	na	PTTO01001647.1	<>	na	Primary Assembly	75710	na
Contig496	unplaced-scaffold	na	na	PTTO01001852.1	<>	na	Primary Assembly	13652	na
Contig497	unplaced-scaffold	na	na	PTTO01000377.1	<>	na	Primary Assembly	46827	na
Contig498	unplaced-scaffold	na	na	PTTO01000623.1	<>	na	Primary Assembly	17318	na
Contig499	unplaced-scaffold	na	na	PTTO01003658.1	<>	na	Primary Assembly	1755	na
Contig5	unplaced-scaffold	na	na	PTTO01002372.1	<>	na	Primary Assembly	6470767	na
Contig50	unplaced-scaffold	na	na	PTTO01003832.1	<>	na	Primary Assembly	892047	na
Contig500	unplaced-scaffold	na	na	PTTO01000511.1	<>	na	Primary Assembly	41873	na
Contig501	unplaced-scaffold	na	na	PTTO01000134.1	<>	na	Primary Assembly	28121	na
Contig502	unplaced-scaffold	na	na	PTTO01000566.1	<>	na	Primary Assembly	35909	na
Contig503	unplaced-scaffold	na	na	PTTO01001324.1	<>	na	Primary Assembly	3497	na
Contig504	unplaced-scaffold	na	na	PTTO01001870.1	<>	na	Primary Assembly	57533	na
Contig505	unplaced-scaffold	na	na	PTTO01003873.1	<>	na	Primary Assembly	22219	na
Contig506	unplaced-scaffold	na	na	PTTO01004397.1	<>	na	Primary Assembly	9709	na
Contig507	unplaced-scaffold	na	na	PTTO01000077.1	<>	na	Primary Assembly	11054	na
Contig508	unplaced-scaffold	na	na	PTTO01000568.1	<>	na	Primary Assembly	14326	na
Contig509	unplaced-scaffold	na	na	PTTO01000916.1	<>	na	Primary Assembly	7102	na
Contig51	unplaced-scaffold	na	na	PTTO01003602.1	<>	na	Primary Assembly	759183	na
Contig510	unplaced-scaffold	na	na	PTTO01003772.1	<>	na	Primary Assembly	6450	na
Contig511	unplaced-scaffold	na	na	PTTO01000699.1	<>	na	Primary Assembly	32668	na
Contig512	unplaced-scaffold	na	na	PTTO01000235.1	<>	na	Primary Assembly	26992	na
Contig513	unplaced-scaffold	na	na	PTTO01001949.1	<>	na	Primary Assembly	22698	na
Contig514	unplaced-scaffold	na	na	PTTO01001196.1	<>	na	Primary Assembly	124581	na
Contig515	unplaced-scaffold	na	na	PTTO01001950.1	<>	na	Primary Assembly	29566	na
Contig516	unplaced-scaffold	na	na	PTTO01001282.1	<>	na	Primary Assembly	108155	na
Contig517	unplaced-scaffold	na	na	PTTO01003773.1	<>	na	Primary Assembly	18878	na
Contig518	unplaced-scaffold	na	na	PTTO01003110.1	<>	na	Primary Assembly	36487	na
Contig519	unplaced-scaffold	na	na	PTTO01000477.1	<>	na	Primary Assembly	599604	na
Contig52	unplaced-scaffold	na	na	PTTO01004262.1	<>	na	Primary Assembly	40763206	na
Contig520	unplaced-scaffold	na	na	PTTO01002188.1	<>	na	Primary Assembly	6013	na
Contig521	unplaced-scaffold	na	na	PTTO01002680.1	<>	na	Primary Assembly	21747	na
Contig522	unplaced-scaffold	na	na	PTTO01003004.1	<>	na	Primary Assembly	40971	na
Contig523	unplaced-scaffold	na	na	PTTO01003416.1	<>	na	Primary Assembly	39115	na
Contig524	unplaced-scaffold	na	na	PTTO01004125.1	<>	na	Primary Assembly	15956	na
Contig525	unplaced-scaffold	na	na	PTTO01001192.1	<>	na	Primary Assembly	46455	na
Contig526	unplaced-scaffold	na	na	PTTO01001795.1	<>	na	Primary Assembly	46155	na
Contig527	unplaced-scaffold	na	na	PTTO01003337.1	<>	na	Primary Assembly	52217	na
Contig528	unplaced-scaffold	na	na	PTTO01001385.1	<>	na	Primary Assembly	34380	na
Contig529	unplaced-scaffold	na	na	PTTO01004336.1	<>	na	Primary Assembly	17482	na
Contig53	unplaced-scaffold	na	na	PTTO01002779.1	<>	na	Primary Assembly	590907	na
Contig530	unplaced-scaffold	na	na	PTTO01001206.1	<>	na	Primary Assembly	48527	na
Contig531	unplaced-scaffold	na	na	PTTO01003372.1	<>	na	Primary Assembly	13213	na
Contig532	unplaced-scaffold	na	na	PTTO01001702.1	<>	na	Primary Assembly	11712	na
Contig533	unplaced-scaffold	na	na	PTTO01004339.1	<>	na	Primary Assembly	67737	na
Contig534	unplaced-scaffold	na	na	PTTO01003881.1	<>	na	Primary Assembly	25909	na
Contig535	unplaced-scaffold	na	na	PTTO01003688.1	<>	na	Primary Assembly	21716	na
Contig536	unplaced-scaffold	na	na	PTTO01003384.1	<>	na	Primary Assembly	15740	na
Contig537	unplaced-scaffold	na	na	PTTO01000149.1	<>	na	Primary Assembly	16260	na
Contig538	unplaced-scaffold	na	na	PTTO01004350.1	<>	na	Primary Assembly	34769	na
Contig539	unplaced-scaffold	na	na	PTTO01000771.1	<>	na	Primary Assembly	41702	na
Contig54	unplaced-scaffold	na	na	PTTO01003276.1	<>	na	Primary Assembly	14045386	na
Contig540	unplaced-scaffold	na	na	PTTO01000560.1	<>	na	Primary Assembly	11993	na
Contig541	unplaced-scaffold	na	na	PTTO01002015.1	<>	na	Primary Assembly	14764	na
Contig542	unplaced-scaffold	na	na	PTTO01001888.1	<>	na	Primary Assembly	131257	na
Contig543	unplaced-scaffold	na	na	PTTO01003280.1	<>	na	Primary Assembly	41003	na
Contig544	unplaced-scaffold	na	na	PTTO01001466.1	<>	na	Primary Assembly	37207	na
Contig545	unplaced-scaffold	na	na	PTTO01002465.1	<>	na	Primary Assembly	18334	na
Contig546	unplaced-scaffold	na	na	PTTO01004062.1	<>	na	Primary Assembly	42592	na
Contig547	unplaced-scaffold	na	na	PTTO01002021.1	<>	na	Primary Assembly	28704	na
Contig548	unplaced-scaffold	na	na	PTTO01003049.1	<>	na	Primary Assembly	8515	na
Contig549	unplaced-scaffold	na	na	PTTO01001018.1	<>	na	Primary Assembly	21053	na
Contig55	unplaced-scaffold	na	na	PTTO01001244.1	<>	na	Primary Assembly	11966119	na
Contig550	unplaced-scaffold	na	na	PTTO01000922.1	<>	na	Primary Assembly	19264	na
Contig551	unplaced-scaffold	na	na	PTTO01003190.1	<>	na	Primary Assembly	14214	na
Contig552	unplaced-scaffold	na	na	PTTO01002544.1	<>	na	Primary Assembly	43048	na
Contig553	unplaced-scaffold	na	na	PTTO01004501.1	<>	na	Primary Assembly	31513	na
Contig554	unplaced-scaffold	na	na	PTTO01002934.1	<>	na	Primary Assembly	26869	na
Contig555	unplaced-scaffold	na	na	PTTO01003301.1	<>	na	Primary Assembly	23412	na
Contig556	unplaced-scaffold	na	na	PTTO01002750.1	<>	na	Primary Assembly	51284	na
Contig557	unplaced-scaffold	na	na	PTTO01004309.1	<>	na	Primary Assembly	195285	na
Contig558	unplaced-scaffold	na	na	PTTO01003801.1	<>	na	Primary Assembly	29978	na
Contig559	unplaced-scaffold	na	na	PTTO01001511.1	<>	na	Primary Assembly	76207	na
Contig56	unplaced-scaffold	na	na	PTTO01001726.1	<>	na	Primary Assembly	262424	na
Contig560	unplaced-scaffold	na	na	PTTO01002398.1	<>	na	Primary Assembly	42227	na
Contig561	unplaced-scaffold	na	na	PTTO01003556.1	<>	na	Primary Assembly	36967	na
Contig562	unplaced-scaffold	na	na	PTTO01002933.1	<>	na	Primary Assembly	30251	na
Contig563	unplaced-scaffold	na	na	PTTO01000056.1	<>	na	Primary Assembly	51096	na
Contig564	unplaced-scaffold	na	na	PTTO01004511.1	<>	na	Primary Assembly	44597	na
Contig565	unplaced-scaffold	na	na	PTTO01000249.1	<>	na	Primary Assembly	30849	na
Contig566	unplaced-scaffold	na	na	PTTO01004162.1	<>	na	Primary Assembly	27999	na
Contig567	unplaced-scaffold	na	na	PTTO01001497.1	<>	na	Primary Assembly	6184	na
Contig568	unplaced-scaffold	na	na	PTTO01001086.1	<>	na	Primary Assembly	3136	na
Contig569	unplaced-scaffold	na	na	PTTO01002215.1	<>	na	Primary Assembly	25847	na
Contig57	unplaced-scaffold	na	na	PTTO01000257.1	<>	na	Primary Assembly	1953548	na
Contig570	unplaced-scaffold	na	na	PTTO01004521.1	<>	na	Primary Assembly	44445	na
Contig571	unplaced-scaffold	na	na	PTTO01003623.1	<>	na	Primary Assembly	63656	na
Contig572	unplaced-scaffold	na	na	PTTO01000569.1	<>	na	Primary Assembly	45383	na
Contig573	unplaced-scaffold	na	na	PTTO01000314.1	<>	na	Primary Assembly	21893	na
Contig574	unplaced-scaffold	na	na	PTTO01001827.1	<>	na	Primary Assembly	519868	na
Contig575	unplaced-scaffold	na	na	PTTO01003333.1	<>	na	Primary Assembly	51828	na
Contig576	unplaced-scaffold	na	na	PTTO01002520.1	<>	na	Primary Assembly	47399	na
Contig577	unplaced-scaffold	na	na	PTTO01002320.1	<>	na	Primary Assembly	22420	na
Contig578	unplaced-scaffold	na	na	PTTO01003826.1	<>	na	Primary Assembly	21075	na
Contig579	unplaced-scaffold	na	na	PTTO01000548.1	<>	na	Primary Assembly	10391	na
Contig58	unplaced-scaffold	na	na	PTTO01000729.1	<>	na	Primary Assembly	4499876	na
Contig580	unplaced-scaffold	na	na	PTTO01001136.1	<>	na	Primary Assembly	9327	na
Contig581	unplaced-scaffold	na	na	PTTO01002667.1	<>	na	Primary Assembly	20721	na
Contig582	unplaced-scaffold	na	na	PTTO01004471.1	<>	na	Primary Assembly	23092	na
Contig583	unplaced-scaffold	na	na	PTTO01003716.1	<>	na	Primary Assembly	62830	na
Contig584	unplaced-scaffold	na	na	PTTO01000910.1	<>	na	Primary Assembly	116684	na
Contig585	unplaced-scaffold	na	na	PTTO01002062.1	<>	na	Primary Assembly	19131	na
Contig586	unplaced-scaffold	na	na	PTTO01001842.1	<>	na	Primary Assembly	43238	na
Contig587	unplaced-scaffold	na	na	PTTO01001382.1	<>	na	Primary Assembly	27887	na
Contig588	unplaced-scaffold	na	na	PTTO01002881.1	<>	na	Primary Assembly	23560	na
Contig589	unplaced-scaffold	na	na	PTTO01004030.1	<>	na	Primary Assembly	8099	na
Contig59	unplaced-scaffold	na	na	PTTO01000913.1	<>	na	Primary Assembly	2078590	na
Contig590	unplaced-scaffold	na	na	PTTO01003253.1	<>	na	Primary Assembly	291234	na
Contig591	unplaced-scaffold	na	na	PTTO01002593.1	<>	na	Primary Assembly	65732	na
Contig592	unplaced-scaffold	na	na	PTTO01004295.1	<>	na	Primary Assembly	39942	na
Contig593	unplaced-scaffold	na	na	PTTO01000102.1	<>	na	Primary Assembly	63953	na
Contig594	unplaced-scaffold	na	na	PTTO01001855.1	<>	na	Primary Assembly	1969	na
Contig595	unplaced-scaffold	na	na	PTTO01001380.1	<>	na	Primary Assembly	38646	na
Contig596	unplaced-scaffold	na	na	PTTO01003127.1	<>	na	Primary Assembly	16085	na
Contig597	unplaced-scaffold	na	na	PTTO01002640.1	<>	na	Primary Assembly	19462	na
Contig598	unplaced-scaffold	na	na	PTTO01004485.1	<>	na	Primary Assembly	25064	na
Contig599	unplaced-scaffold	na	na	PTTO01003899.1	<>	na	Primary Assembly	20736	na
Contig6	unplaced-scaffold	na	na	PTTO01001828.1	<>	na	Primary Assembly	5377708	na
Contig60	unplaced-scaffold	na	na	PTTO01002634.1	<>	na	Primary Assembly	19752120	na
Contig600	unplaced-scaffold	na	na	PTTO01001734.1	<>	na	Primary Assembly	156142	na
Contig601	unplaced-scaffold	na	na	PTTO01001247.1	<>	na	Primary Assembly	31555	na
Contig602	unplaced-scaffold	na	na	PTTO01001586.1	<>	na	Primary Assembly	51643	na
Contig603	unplaced-scaffold	na	na	PTTO01000122.1	<>	na	Primary Assembly	7760	na
Contig604	unplaced-scaffold	na	na	PTTO01004449.1	<>	na	Primary Assembly	83393	na
Contig605	unplaced-scaffold	na	na	PTTO01003924.1	<>	na	Primary Assembly	26700	na
Contig606	unplaced-scaffold	na	na	PTTO01003126.1	<>	na	Primary Assembly	14183	na
Contig607	unplaced-scaffold	na	na	PTTO01002684.1	<>	na	Primary Assembly	6952	na
Contig608	unplaced-scaffold	na	na	PTTO01002425.1	<>	na	Primary Assembly	93725	na
Contig609	unplaced-scaffold	na	na	PTTO01001780.1	<>	na	Primary Assembly	41492	na
Contig61	unplaced-scaffold	na	na	PTTO01002860.1	<>	na	Primary Assembly	10045188	na
Contig610	unplaced-scaffold	na	na	PTTO01004517.1	<>	na	Primary Assembly	23270	na
Contig611	unplaced-scaffold	na	na	PTTO01003884.1	<>	na	Primary Assembly	16241	na
Contig612	unplaced-scaffold	na	na	PTTO01000643.1	<>	na	Primary Assembly	28792	na
Contig613	unplaced-scaffold	na	na	PTTO01000032.1	<>	na	Primary Assembly	19617	na
Contig614	unplaced-scaffold	na	na	PTTO01002939.1	<>	na	Primary Assembly	48827	na
Contig615	unplaced-scaffold	na	na	PTTO01002268.1	<>	na	Primary Assembly	66595	na
Contig616	unplaced-scaffold	na	na	PTTO01004242.1	<>	na	Primary Assembly	37752	na
Contig617	unplaced-scaffold	na	na	PTTO01003218.1	<>	na	Primary Assembly	29389	na
Contig618	unplaced-scaffold	na	na	PTTO01000510.1	<>	na	Primary Assembly	78893	na
Contig619	unplaced-scaffold	na	na	PTTO01004366.1	<>	na	Primary Assembly	37149	na
Contig62	unplaced-scaffold	na	na	PTTO01001296.1	<>	na	Primary Assembly	4892704	na
Contig620	unplaced-scaffold	na	na	PTTO01000262.1	<>	na	Primary Assembly	8682	na
Contig621	unplaced-scaffold	na	na	PTTO01000389.1	<>	na	Primary Assembly	30040	na
Contig622	unplaced-scaffold	na	na	PTTO01003581.1	<>	na	Primary Assembly	20232	na
Contig623	unplaced-scaffold	na	na	PTTO01003078.1	<>	na	Primary Assembly	58788	na
Contig624	unplaced-scaffold	na	na	PTTO01002192.1	<>	na	Primary Assembly	34484	na
Contig625	unplaced-scaffold	na	na	PTTO01001126.1	<>	na	Primary Assembly	14725	na
Contig626	unplaced-scaffold	na	na	PTTO01000883.1	<>	na	Primary Assembly	38026	na
Contig627	unplaced-scaffold	na	na	PTTO01000380.1	<>	na	Primary Assembly	23650	na
Contig628	unplaced-scaffold	na	na	PTTO01004200.1	<>	na	Primary Assembly	33132	na
Contig629	unplaced-scaffold	na	na	PTTO01003643.1	<>	na	Primary Assembly	33422	na
Contig63	unplaced-scaffold	na	na	PTTO01001542.1	<>	na	Primary Assembly	737087	na
Contig630	unplaced-scaffold	na	na	PTTO01002337.1	<>	na	Primary Assembly	61720	na
Contig631	unplaced-scaffold	na	na	PTTO01003989.1	<>	na	Primary Assembly	27883	na
Contig632	unplaced-scaffold	na	na	PTTO01001112.1	<>	na	Primary Assembly	37050	na
Contig633	unplaced-scaffold	na	na	PTTO01001580.1	<>	na	Primary Assembly	72569	na
Contig634	unplaced-scaffold	na	na	PTTO01002218.1	<>	na	Primary Assembly	25856	na
Contig635	unplaced-scaffold	na	na	PTTO01001593.1	<>	na	Primary Assembly	50529	na
Contig636	unplaced-scaffold	na	na	PTTO01000920.1	<>	na	Primary Assembly	83287	na
Contig637	unplaced-scaffold	na	na	PTTO01000274.1	<>	na	Primary Assembly	64505	na
Contig638	unplaced-scaffold	na	na	PTTO01004220.1	<>	na	Primary Assembly	73879	na
Contig639	unplaced-scaffold	na	na	PTTO01003514.1	<>	na	Primary Assembly	33985	na
Contig64	unplaced-scaffold	na	na	PTTO01002187.1	<>	na	Primary Assembly	5809823	na
Contig640	unplaced-scaffold	na	na	PTTO01000939.1	<>	na	Primary Assembly	44317	na
Contig641	unplaced-scaffold	na	na	PTTO01000440.1	<>	na	Primary Assembly	13424	na
Contig642	unplaced-scaffold	na	na	PTTO01004560.1	<>	na	Primary Assembly	72366	na
Contig643	unplaced-scaffold	na	na	PTTO01003534.1	<>	na	Primary Assembly	24711	na
Contig644	unplaced-scaffold	na	na	PTTO01001753.1	<>	na	Primary Assembly	88544	na
Contig645	unplaced-scaffold	na	na	PTTO01001231.1	<>	na	Primary Assembly	34599	na
Contig646	unplaced-scaffold	na	na	PTTO01000734.1	<>	na	Primary Assembly	16781	na
Contig647	unplaced-scaffold	na	na	PTTO01001964.1	<>	na	Primary Assembly	44859	na
Contig648	unplaced-scaffold	na	na	PTTO01003762.1	<>	na	Primary Assembly	170253	na
Contig649	unplaced-scaffold	na	na	PTTO01000995.1	<>	na	Primary Assembly	8863	na
Contig65	unplaced-scaffold	na	na	PTTO01000326.1	<>	na	Primary Assembly	222028	na
Contig650	unplaced-scaffold	na	na	PTTO01002423.1	<>	na	Primary Assembly	41223	na
Contig651	unplaced-scaffold	na	na	PTTO01004078.1	<>	na	Primary Assembly	506329	na
Contig652	unplaced-scaffold	na	na	PTTO01001954.1	<>	na	Primary Assembly	38035	na
Contig653	unplaced-scaffold	na	na	PTTO01003104.1	<>	na	Primary Assembly	22875	na
Contig654	unplaced-scaffold	na	na	PTTO01001885.1	<>	na	Primary Assembly	61419	na
Contig655	unplaced-scaffold	na	na	PTTO01002046.1	<>	na	Primary Assembly	48061	na
Contig656	unplaced-scaffold	na	na	PTTO01002844.1	<>	na	Primary Assembly	60577	na
Contig657	unplaced-scaffold	na	na	PTTO01001366.1	<>	na	Primary Assembly	24996	na
Contig658	unplaced-scaffold	na	na	PTTO01003501.1	<>	na	Primary Assembly	42050	na
Contig659	unplaced-scaffold	na	na	PTTO01003983.1	<>	na	Primary Assembly	29685	na
Contig66	unplaced-scaffold	na	na	PTTO01000959.1	<>	na	Primary Assembly	4652273	na
Contig660	unplaced-scaffold	na	na	PTTO01000186.1	<>	na	Primary Assembly	49835	na
Contig661	unplaced-scaffold	na	na	PTTO01001739.1	<>	na	Primary Assembly	43190	na
Contig662	unplaced-scaffold	na	na	PTTO01003720.1	<>	na	Primary Assembly	66600	na
Contig663	unplaced-scaffold	na	na	PTTO01000749.1	<>	na	Primary Assembly	12105	na
Contig664	unplaced-scaffold	na	na	PTTO01001708.1	<>	na	Primary Assembly	32298	na
Contig665	unplaced-scaffold	na	na	PTTO01003295.1	<>	na	Primary Assembly	32243	na
Contig666	unplaced-scaffold	na	na	PTTO01000747.1	<>	na	Primary Assembly	40008	na
Contig667	unplaced-scaffold	na	na	PTTO01000049.1	<>	na	Primary Assembly	19213	na
Contig668	unplaced-scaffold	na	na	PTTO01004389.1	<>	na	Primary Assembly	18551	na
Contig669	unplaced-scaffold	na	na	PTTO01003589.1	<>	na	Primary Assembly	42784	na
Contig67	unplaced-scaffold	na	na	PTTO01003571.1	<>	na	Primary Assembly	27965184	na
Contig670	unplaced-scaffold	na	na	PTTO01002953.1	<>	na	Primary Assembly	44461	na
Contig671	unplaced-scaffold	na	na	PTTO01002441.1	<>	na	Primary Assembly	7608	na
Contig672	unplaced-scaffold	na	na	PTTO01001529.1	<>	na	Primary Assembly	72179	na
Contig673	unplaced-scaffold	na	na	PTTO01003306.1	<>	na	Primary Assembly	23874	na
Contig674	unplaced-scaffold	na	na	PTTO01001307.1	<>	na	Primary Assembly	71924	na
Contig675	unplaced-scaffold	na	na	PTTO01003040.1	<>	na	Primary Assembly	26376	na
